Student ID,Operating System,DSA,Frontend,Backend,Machine Learning,Data Analytics,Project 1,Project 2,Project 3,Project 4
390,87,40,10,66,16,59,Cybersecurity,Game Development,Web Development,Cybersecurity
391,75,41,69,10,52,31,Cybersecurity,Robotics,Data Science,Data Science
392,36,98,78,48,18,85,Data Science,Robotics,AI,Game Development
393,24,75,48,74,11,94,Data Science,Game Development,Robotics,Game Development
394,13,92,91,94,20,83,Cybersecurity,Cybersecurity,Game Development,Game Development
395,84,71,12,99,83,80,AI,Web Development,Machine Learning,Robotics
396,15,98,74,47,95,86,Data Science,Data Science,Robotics,Cybersecurity
397,25,28,21,16,62,30,Robotics,AI,Machine Learning,Cybersecurity
398,17,9,44,18,60,12,Machine Learning,Game Development,Cybersecurity,Data Science
399,88,95,39,53,5,56,Game Development,Robotics,Machine Learning,Machine Learning
400,67,53,37,89,88,65,AI,Data Science,Machine Learning,Data Science
401,10,23,51,87,61,84,Machine Learning,AI,Cybersecurity,Machine Learning
402,83,96,98,85,80,9,AI,Machine Learning,Cybersecurity,Data Science
403,41,65,18,84,93,30,AI,Cybersecurity,Game Development,Cybersecurity
404,13,35,59,94,64,15,Machine Learning,Cybersecurity,Robotics,Data Science
405,98,60,82,30,91,6,Cybersecurity,Data Science,Robotics,Data Science
406,6,38,16,89,23,76,Cybersecurity,Cybersecurity,AI,AI
407,71,82,58,6,35,79,Machine Learning,Game Development,Cybersecurity,Data Science
408,68,91,67,69,33,57,Machine Learning,Data Science,Web Development,Web Development
409,98,16,17,21,14,74,Robotics,Web Development,Machine Learning,Cybersecurity
410,51,98,83,52,47,28,Web Development,Game Development,AI,Robotics
411,61,61,95,41,10,55,Robotics,Game Development,Data Science,Web Development
412,10,87,61,68,100,70,Robotics,AI,Data Science,Game Development
413,55,10,6,100,35,98,Cybersecurity,Web Development,Cybersecurity,Data Science
414,97,66,90,23,27,67,Robotics,Web Development,Cybersecurity,Robotics
415,74,94,65,77,23,8,Data Science,Cybersecurity,Data Science,AI
416,34,87,24,69,54,92,Data Science,Cybersecurity,Game Development,AI
417,87,17,5,26,14,23,Web Development,Robotics,Machine Learning,Web Development
418,74,45,50,52,65,31,Web Development,Web Development,Cybersecurity,Web Development
419,31,64,45,75,80,38,Data Science,Machine Learning,Robotics,Machine Learning
420,50,82,33,91,12,80,Machine Learning,AI,AI,Data Science
421,78,99,65,7,42,40,AI,Cybersecurity,Web Development,Machine Learning
422,59,37,58,54,67,31,Web Development,Data Science,Data Science,Machine Learning
423,80,18,84,37,92,19,Data Science,AI,Data Science,Machine Learning
424,87,75,30,26,16,55,AI,Robotics,Cybersecurity,Data Science
425,51,58,57,48,60,31,AI,AI,AI,Game Development
426,86,37,83,100,21,56,Data Science,Cybersecurity,Game Development,Web Development
427,77,82,58,21,28,27,Cybersecurity,Game Development,AI,Robotics
428,12,91,91,70,11,89,Machine Learning,AI,AI,Web Development
429,73,31,23,45,67,33,Robotics,Web Development,Robotics,Game Development
430,63,88,79,29,37,31,Web Development,Web Development,Web Development,Robotics
431,6,82,12,78,57,44,Game Development,Data Science,Game Development,AI
432,30,79,24,53,72,43,Cybersecurity,Web Development,Data Science,Cybersecurity
433,72,58,85,44,46,99,Robotics,Cybersecurity,AI,Machine Learning
434,76,46,56,81,65,67,Cybersecurity,Robotics,Web Development,Web Development
435,86,58,16,83,34,59,Game Development,AI,Machine Learning,Data Science
436,63,41,77,60,38,56,Game Development,AI,Web Development,Machine Learning
437,9,43,82,12,83,72,Robotics,Cybersecurity,Machine Learning,Data Science
438,7,74,15,80,31,31,Data Science,Robotics,Machine Learning,Robotics
439,42,94,5,98,85,48,Web Development,Game Development,Machine Learning,AI
440,63,71,15,11,89,67,AI,AI,Robotics,AI
441,79,67,60,92,42,52,Cybersecurity,AI,AI,Robotics
442,67,25,72,36,24,54,Data Science,Cybersecurity,AI,Machine Learning
443,56,90,56,80,39,37,Data Science,Data Science,Machine Learning,Cybersecurity
444,13,45,74,81,88,17,Cybersecurity,Cybersecurity,Cybersecurity,AI
445,55,83,20,20,18,58,AI,Data Science,Game Development,Cybersecurity
446,20,50,70,29,65,7,Game Development,Web Development,Game Development,Data Science
447,36,21,52,28,12,36,Data Science,Robotics,Data Science,AI
448,88,48,68,5,10,61,Game Development,Cybersecurity,AI,Web Development
449,58,10,10,92,72,95,Robotics,Cybersecurity,Cybersecurity,Cybersecurity
450,95,92,19,89,90,88,Robotics,Web Development,Web Development,Cybersecurity
451,51,24,58,24,98,89,Web Development,Game Development,Machine Learning,Game Development
452,15,34,94,26,82,48,Machine Learning,Machine Learning,Game Development,Cybersecurity
453,27,39,6,58,15,95,Cybersecurity,Machine Learning,Data Science,Game Development
454,42,60,33,64,52,37,Data Science,Cybersecurity,Game Development,Game Development
455,66,12,97,54,69,54,Web Development,Web Development,Game Development,Cybersecurity
456,20,16,46,26,39,72,Web Development,Robotics,AI,Web Development
457,63,85,73,10,47,20,Game Development,Robotics,AI,Game Development
458,6,5,31,19,70,60,Cybersecurity,Robotics,Cybersecurity,AI
459,36,40,39,6,29,23,Web Development,Cybersecurity,Machine Learning,Data Science
460,36,39,57,14,64,35,AI,Robotics,Cybersecurity,Game Development
461,9,86,65,8,37,97,Data Science,Data Science,Web Development,Machine Learning
462,22,14,25,9,19,97,Data Science,Game Development,Machine Learning,AI
463,14,83,100,37,98,72,Game Development,Machine Learning,Data Science,AI
464,74,23,66,11,23,46,Data Science,AI,Data Science,Game Development
465,14,34,50,19,87,99,Cybersecurity,Game Development,AI,Web Development
466,94,62,46,44,54,34,Cybersecurity,AI,Cybersecurity,Web Development
467,15,17,75,63,89,83,Robotics,Web Development,Game Development,AI
468,27,45,9,87,46,95,Cybersecurity,Cybersecurity,Robotics,AI
469,98,65,52,19,81,47,Web Development,Game Development,Data Science,Robotics
470,30,46,82,7,93,84,Robotics,Web Development,AI,AI
471,86,92,7,32,40,95,Data Science,Web Development,Data Science,AI
472,21,84,13,34,64,39,Cybersecurity,Game Development,Game Development,Robotics
473,63,44,25,70,24,61,AI,Game Development,Cybersecurity,Web Development
474,39,25,33,97,53,95,Cybersecurity,AI,Game Development,Game Development
475,93,9,8,71,89,6,Cybersecurity,Machine Learning,Web Development,Cybersecurity
476,22,24,20,35,91,33,Web Development,Robotics,Web Development,Data Science
477,66,87,93,25,66,67,AI,Web Development,AI,Machine Learning
478,6,52,52,50,84,30,Machine Learning,Game Development,Web Development,Web Development
479,80,23,54,10,9,39,Machine Learning,Data Science,Data Science,Data Science
480,97,40,79,19,41,54,Web Development,Data Science,Data Science,Robotics
481,85,43,68,35,76,22,Data Science,Cybersecurity,Machine Learning,Web Development
482,67,6,51,5,78,33,Game Development,Cybersecurity,AI,AI
483,26,82,80,84,77,90,Cybersecurity,Web Development,Game Development,Game Development
484,89,61,72,54,39,19,AI,Robotics,Game Development,Web Development
485,87,49,96,42,52,41,Web Development,Game Development,Machine Learning,Game Development
486,58,93,37,96,50,73,Robotics,Machine Learning,Machine Learning,Web Development
487,42,16,83,33,40,98,Machine Learning,Machine Learning,AI,Data Science
488,49,7,91,14,7,74,Machine Learning,Cybersecurity,Machine Learning,Game Development
489,40,98,89,87,42,30,Game Development,Web Development,Robotics,Web Development
490,82,5,71,11,90,69,Robotics,Web Development,Game Development,Data Science
491,47,85,95,60,98,19,Robotics,AI,Game Development,Cybersecurity
492,63,49,40,73,40,53,Web Development,Game Development,Game Development,Game Development
493,78,58,52,45,41,64,Robotics,Cybersecurity,AI,Game Development
494,49,42,70,23,98,37,Game Development,Game Development,Data Science,AI
495,29,29,11,76,39,45,AI,Cybersecurity,Robotics,Game Development
496,98,80,17,96,73,13,Data Science,Game Development,Robotics,Data Science
497,100,69,62,59,73,11,Machine Learning,Machine Learning,Game Development,Robotics
498,18,61,68,77,55,79,Game Development,Machine Learning,Robotics,AI
499,67,21,22,30,11,38,Robotics,Web Development,Machine Learning,Data Science
500,81,46,10,10,18,93,Cybersecurity,Game Development,Machine Learning,Machine Learning
501,8,66,53,73,95,92,Game Development,Robotics,Robotics,Game Development
502,93,32,97,94,56,53,Machine Learning,Cybersecurity,Machine Learning,Cybersecurity
503,7,15,63,83,81,22,Cybersecurity,Robotics,Cybersecurity,Data Science
504,53,23,79,48,80,57,Machine Learning,Robotics,AI,Data Science
505,100,50,5,34,77,41,Machine Learning,Game Development,Robotics,Web Development
506,51,53,9,58,26,96,Robotics,Web Development,Robotics,Game Development
507,59,30,59,48,36,42,AI,Game Development,Game Development,Web Development
508,27,47,88,33,88,39,Game Development,AI,Cybersecurity,Machine Learning
509,18,78,33,39,71,21,AI,Game Development,Web Development,Game Development
510,90,16,59,18,84,86,AI,Web Development,Robotics,Cybersecurity
511,95,94,47,36,86,75,Machine Learning,Robotics,Robotics,Data Science
512,72,42,21,8,24,72,Cybersecurity,Data Science,Machine Learning,Game Development
513,8,22,18,13,48,72,AI,AI,Web Development,Robotics
514,93,20,56,64,48,39,Data Science,Web Development,Game Development,Machine Learning
515,94,8,78,21,70,90,Robotics,Cybersecurity,Robotics,Cybersecurity
516,42,13,26,28,12,31,Robotics,AI,Data Science,Machine Learning
517,65,59,97,66,61,19,Web Development,Web Development,Game Development,Cybersecurity
518,7,17,93,23,76,99,Machine Learning,Game Development,Data Science,Machine Learning
519,56,48,72,85,85,9,Game Development,Cybersecurity,Robotics,Machine Learning
520,75,79,75,87,14,84,Cybersecurity,Machine Learning,Cybersecurity,Data Science
521,23,72,7,7,94,22,Data Science,Web Development,Machine Learning,Robotics
522,60,59,83,38,15,46,AI,Cybersecurity,Cybersecurity,Web Development
523,17,85,27,80,13,98,Game Development,Machine Learning,Robotics,AI
524,51,98,20,40,11,100,Cybersecurity,AI,Robotics,AI
525,56,44,38,32,17,26,Cybersecurity,Web Development,Web Development,AI
526,68,69,46,47,41,26,Cybersecurity,Machine Learning,Robotics,Web Development
527,10,54,39,30,35,99,Game Development,Cybersecurity,Data Science,Web Development
528,51,7,66,49,67,47,Cybersecurity,Machine Learning,Cybersecurity,AI
529,35,94,91,53,68,40,Game Development,Game Development,Cybersecurity,AI
530,5,31,41,88,99,86,Cybersecurity,Web Development,AI,Game Development
531,49,61,31,94,34,17,AI,Data Science,Game Development,AI
532,70,75,96,86,72,45,Machine Learning,Game Development,Game Development,Machine Learning
533,50,53,19,81,33,33,Robotics,Cybersecurity,Machine Learning,Robotics
534,47,83,7,84,66,61,Machine Learning,Machine Learning,Web Development,Machine Learning
535,13,32,82,21,21,86,Game Development,Web Development,Cybersecurity,Machine Learning
536,92,34,78,26,64,28,Cybersecurity,Cybersecurity,Data Science,Cybersecurity
537,32,74,84,38,52,17,AI,Machine Learning,Game Development,Data Science
538,25,30,76,43,49,61,Web Development,Cybersecurity,Game Development,AI
539,54,40,37,65,31,48,Cybersecurity,AI,Robotics,Web Development
540,78,95,85,53,99,13,Data Science,Game Development,Machine Learning,Web Development
541,75,36,62,84,22,39,Robotics,Cybersecurity,Robotics,Robotics
542,65,63,95,15,43,8,Machine Learning,Game Development,Data Science,Data Science
543,92,53,67,21,69,19,Robotics,AI,Robotics,AI
544,60,75,15,5,97,14,Machine Learning,Game Development,Robotics,AI
545,8,68,95,91,24,30,AI,AI,Web Development,Game Development
546,8,98,8,41,86,8,Machine Learning,Robotics,Robotics,AI
547,69,79,67,25,83,75,Game Development,Machine Learning,Cybersecurity,Robotics
548,13,42,41,15,20,22,Cybersecurity,Data Science,AI,Game Development
549,9,80,79,40,23,22,Machine Learning,Game Development,Game Development,Data Science
550,10,48,44,39,21,90,Game Development,Game Development,Robotics,Data Science
551,85,77,96,44,91,29,Robotics,Web Development,Robotics,AI
552,91,79,32,9,12,95,Web Development,Robotics,Robotics,Data Science
553,53,78,23,34,20,31,AI,Web Development,Machine Learning,AI
554,57,37,91,96,39,86,Robotics,Data Science,Data Science,Cybersecurity
555,64,95,94,10,5,16,Data Science,Web Development,Robotics,Game Development
556,42,58,92,37,81,45,Web Development,AI,Machine Learning,Game Development
557,46,64,29,23,80,37,AI,AI,Robotics,Machine Learning
558,16,76,52,54,34,90,Cybersecurity,AI,Cybersecurity,Web Development
559,55,17,23,62,42,73,Game Development,Web Development,AI,Robotics
560,45,83,62,97,81,79,Robotics,Web Development,Game Development,Game Development
561,59,9,65,42,83,6,Cybersecurity,Game Development,AI,Robotics
562,97,88,71,80,33,74,Machine Learning,Game Development,Game Development,Machine Learning
563,94,14,59,43,10,24,Cybersecurity,Web Development,Machine Learning,AI
564,92,36,76,70,54,53,Robotics,Data Science,Game Development,Robotics
565,28,33,45,19,37,45,Data Science,Robotics,Data Science,Machine Learning
566,73,58,89,32,9,42,Cybersecurity,Robotics,Data Science,Web Development
567,29,91,9,85,73,87,Data Science,Robotics,Cybersecurity,Cybersecurity
568,64,36,91,88,35,17,Web Development,Web Development,Game Development,Robotics
569,71,62,90,81,16,95,Robotics,Cybersecurity,Machine Learning,Machine Learning
570,22,59,36,67,18,70,Web Development,Robotics,Cybersecurity,AI
571,15,26,11,97,18,69,Cybersecurity,Cybersecurity,Web Development,Game Development
572,95,83,62,25,58,91,AI,Web Development,Cybersecurity,Web Development
573,29,26,5,37,78,16,Data Science,Web Development,Robotics,AI
574,26,28,33,42,58,37,AI,Game Development,Robotics,Game Development
575,11,97,6,74,70,55,Data Science,Data Science,AI,Game Development
576,81,90,55,7,5,36,Data Science,Game Development,Robotics,AI
577,5,97,76,18,72,32,Game Development,Robotics,Data Science,AI
578,40,45,37,57,39,100,Data Science,Web Development,Cybersecurity,Cybersecurity
579,92,33,39,83,52,74,Web Development,Cybersecurity,Machine Learning,Robotics
580,28,79,21,81,33,91,Web Development,Cybersecurity,Data Science,Robotics
581,14,27,51,58,57,33,Game Development,Data Science,AI,AI
582,17,24,65,74,14,35,Game Development,Game Development,Machine Learning,Robotics
583,65,34,92,53,34,84,Data Science,Machine Learning,Robotics,Data Science
584,6,80,39,66,91,56,Game Development,Web Development,AI,Web Development
585,63,34,5,18,21,11,Machine Learning,Cybersecurity,Cybersecurity,Machine Learning
586,100,42,71,11,90,69,AI,AI,Machine Learning,Machine Learning
587,82,48,94,73,47,28,Cybersecurity,AI,Machine Learning,Data Science
588,26,86,18,99,27,79,Game Development,Machine Learning,Cybersecurity,Robotics
589,8,70,99,83,49,24,Data Science,Machine Learning,Robotics,Data Science
590,70,75,62,14,39,35,AI,AI,Game Development,Data Science
591,29,45,38,36,52,15,Machine Learning,Game Development,AI,Robotics
592,75,73,48,9,54,88,Robotics,Web Development,Game Development,Data Science
593,23,23,7,12,70,78,Robotics,Game Development,Cybersecurity,Data Science
594,83,63,29,68,95,34,Web Development,Data Science,Web Development,Machine Learning
595,57,51,8,59,77,92,Machine Learning,Game Development,Cybersecurity,Data Science
596,41,40,80,17,97,87,Web Development,Data Science,Web Development,Web Development
597,96,78,60,66,90,71,Cybersecurity,Web Development,Robotics,AI
598,73,5,89,60,9,90,Robotics,Robotics,Robotics,AI
599,42,19,100,58,8,41,Game Development,Data Science,Data Science,Web Development
600,12,33,58,87,41,47,Machine Learning,Machine Learning,AI,Web Development
601,95,75,64,13,36,72,AI,Cybersecurity,Cybersecurity,AI
602,12,58,90,75,87,86,Cybersecurity,Web Development,Machine Learning,Cybersecurity
603,29,47,82,49,25,81,AI,Web Development,Robotics,AI
604,65,52,62,43,12,85,Game Development,AI,Game Development,Game Development
605,53,57,93,98,68,98,Cybersecurity,Game Development,Cybersecurity,Robotics
606,91,58,63,32,11,26,Machine Learning,Web Development,Robotics,AI
607,25,50,27,81,67,93,AI,Cybersecurity,Machine Learning,Game Development
608,89,34,75,21,60,80,Web Development,Web Development,Game Development,Web Development
609,94,22,73,5,11,26,Robotics,Machine Learning,Data Science,Data Science
610,93,30,83,84,80,77,Game Development,Game Development,Machine Learning,Cybersecurity
611,20,31,33,87,91,41,Robotics,Cybersecurity,AI,Machine Learning
612,90,39,32,75,80,78,Robotics,Machine Learning,Data Science,Game Development
613,75,47,19,32,85,9,AI,Machine Learning,Game Development,Robotics
614,41,7,54,37,57,62,Game Development,Game Development,Game Development,Data Science
615,74,42,63,99,85,69,AI,Game Development,Robotics,Data Science
616,60,34,27,24,70,8,Cybersecurity,Data Science,Web Development,Cybersecurity
617,97,71,41,78,76,9,Robotics,Machine Learning,Machine Learning,Data Science
618,72,95,87,19,99,52,Web Development,Robotics,Cybersecurity,Data Science
619,35,23,24,18,90,100,Web Development,Machine Learning,Machine Learning,Machine Learning
620,85,41,77,7,35,57,Machine Learning,Cybersecurity,Game Development,AI
